X,Y,OBJECTID,Facility,County,Address,City,ZipCode,Type,ResidentialWellsSampled,SiteLead,SiteLeadEmail,SiteLeadPhone,Hyperlink,Longitude,Latitude,Status,GlobalID
-85.5511110479999,42.286113841,77,"Nolichucky Industrial Corp.
",Kalamazoo,"2305 King Highway
",Kalamazoo,49048,Paper Manufacturing,N/A,Erica Bays,BaysE@Michigan.gov,269-350-0080,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/nolichucky-industrial-corp,-85.55111111,42.28611389,Final,{ED53F0F1-147C-4EB7-8F05-7DE898DC1ABF}
-86.320933026,43.412570976,78,"White Lake Landfill 
",Muskegon ,3278 Colby Road ,Whitehall,49461,Landfill,No,Kent Walters,WaltersK7@Michigan.gov ,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/white-lake-landfill,-86.320933,43.412571,Final,{EC58EE8E-09FC-4B3E-8225-6D5B9E26012D}
-85.661028958,42.9759189930001,79,Hoff Industries,Kent,719 Prospect Ave. NE,Grand Rapids,49503,Plating,No,Jason Poll,PollJ@Michigan.gov,616-446-1263 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/hoff-industries,-85.661029,42.975919,Final,{FCE5B89B-6FF0-45A4-8EF1-7B690E12604E}
-83.3310220019999,44.4068859770001,80,AuSable Twp Smith Street Area,Iosco,US-23 & Smith St. Vicinity,AuSable Township,48750,Unknown,Yes,Megan Berry,BerryM5@Michigan.gov,989-295-3877,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/iosco-county/oscoda-area,-83.331022,44.406886,Final,{0CFACD08-E46C-42AD-BF30-DEED34A03E1D}
-85.666213532,42.5257140750001,81,Watson Township Dump,Allegan,115th Avenue,Martin,49070,Landfill,Yes,Ray Spaulding,SpauldingR1@Michigan.gov ,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/watson-township-dump,-85.66621351,42.5257141,Final,{B57B10E9-6F8F-4DFF-8B32-DC503B9323AB}
-84.778853983,43.818682982,82,Clare Water Supply Superfund Site,Clare,Clare Industrial Park,Clare,48617,Plating,Yes,Beth Mead-O’Brien,OBriene1@Michigan.gov,517-242-7829,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clare-county/clare-water-supply-superfund-site,-84.778854,43.818683,Final,{A1BB798E-B566-45A2-9F61-C110DBA10EF1}
-85.7149379639999,42.28349296,83,West KL Avenue Landfill,Kalamazoo,8606 West KL Avenue,Kalamazoo,49009,Landfill,No,Wally Wagaw,WagawW@Michigan.gov ,517-648-1540,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/west-kl-avenue-landfill,-85.714938,42.283493,Final,{CD545197-C5E1-493D-A776-152D91A22C41}
-86.437551759,42.1038127050001,84,Harbor Plating,Berrien,724 South Fair Street,Benton Harbor,49022,Plating,No,"Pablo Mora
","MoraP@Michigan.gov
","269-910-0136
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/harbor-plating,-86.43755178,42.10381271,Final,{28625D4C-EB81-421D-80B9-021ED7FF0885}
-83.066944383,42.788133121,85,Walker Landfill,Macomb,5001 31 Mile Road,Washington,48095,Landfill,No,Kevin Wojciechowski,WojciechowskiK@Michigan.gov ,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/walker-landfill,-83.06694444,42.78813333,Final,{B942BF6D-C4FA-48E5-A3C8-3237C27BFEAA}
-84.813931993,44.0130800380001,86,City of Harrison Landfill Area,Clare,Foote Drive,Harrison,48625,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clare-county/city-of-harrison-landfill-area,-84.813932,44.01308,Final,{B61EDC9D-B0D1-40F0-931D-8A98C95B84DD}
-83.557631097,42.401522604,87,"Advanced Disposal Services Arbor Hills Landfill, Inc.",Washtenaw,Napier Road and Six Mile Road,Northville,48168,Landfill,Yes,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/arbor-hills-landfill,-83.5576311,42.4015226,Final,{E1DE5A6D-32FD-409A-B36B-28A0F74381C0}
-85.647500021,41.789399997,88,White Pigeon Paper Company,St. Joseph,15781 River Street,White Pigeon,49099,Paper Manufacturing,Yes,Ray Spaulding,SpauldingR1@Michigan.gov ,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-joseph-county/white-pigeon-paper-company,-85.6475,41.7894,Final,{25CBEF3B-6FD3-46ED-8830-DA4CCDBEBE7F}
-85.7074100029999,42.946808946,89,"Grand Rapids Water Resource Recovery Facility, Former Incinerator Ash Lagoon",Kent,1300 Market Avenue SW,Grand Rapids,49503,Landfill,No,Kent Walters,WaltersK7@Michigan.gov ,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/grand-rapids-water-resource-recovery-facility,-83.976389,42.946809,Final,{53C93F9B-B65A-42D5-911B-2C80B5450540}
-83.976389003,43.398888952,90,Delphi Saginaw Division Plant 2 ,Saginaw,1400 Holmes Street,Saginaw,48602,Industrial,No,Andrew Karg,KargA@Michigan.gov ,989-891-6948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/delphi-saginaw-division-plant-2,-83.976389,43.398889,Final,{94047B81-94C3-470A-8098-A13F8A113A7E}
-83.9927349609999,41.8883569970001,91,Adrian Landfill Incorporated,Lenawee,1970 Ogden Highway,Adrian,49221,Landfill,No,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/lenawee-county/adrian-landfill-incorporated,-83.992735,41.888357,Final,{6262E947-2A88-4ECC-9E26-E2F83BCE641C}
-83.395229931,42.2658599060001,92,"US Ecology Romulus
",Wayne,36345 Van Born Road,Romulus,48174,Landfill,No,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/us-ecology-romulus,-83.39523,42.26586,Final,{E521C0FC-A451-45DA-96FB-72BDC971319C}
-83.0963570059999,42.4765309640001,93,Electro-Plating Services,Oakland,945 East Ten Mile Road,Madison Heights,48071,Plating,No,Joseph DeGrazia,DeGraziaJ@Michigan.gov ,586-291-0476,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/electro-plating-services,-83.096357,42.476531,Final,{AB97FF05-09F2-470C-9CEB-E79424E64812}
-86.284212967,42.1723539930001,94,Orchard Hill Landfill ,Berrien,3290 Hennesey Road,Watervliet,49098,Landfill,Yes,Nate Whitmyer,whitmyern@michigan.gov,"269-286-1451
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/orchard-hill-landfill,-86.284213,42.172354,Final,{27BAC25C-E223-45E8-87D3-5ED65E7FA8EE}
-86.312859023,44.2177610000001,95,City of Manistee Former Landfill,Manistee,Adamczak Rd,Manistee,49660,Landfill,Yes,Kaitlyn Bertram,BertramK@Michigan.gov ,231-429-1256,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/manistee-county/city-of-manistee-former-landfill,-86.312859,44.217761,Final,{FA20089C-03F9-4B0F-A849-9F897269076E}
-83.305651054,42.528054211,96,Franklin Village Area,Oakland,Franklin Road between Evelyn Court and Vincennes Avenue/Ravine Dr,Franklin,48025,Unknown,Yes,Kimberly Ethridge,EthridgeK@Michigan.gov ,586-324-0183,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/franklin-village-area,-83.30565106,42.52805421,Final,{78AC107B-E53A-4292-9067-D4362EA3973E}
-82.964699937,42.362919983,97,"Petro-Chem Processing Group of Nortru, LLC (Petro-Chem)",Wayne,421 Lycaste Street,Detroit,48214,Industrial,No,Nathan Erber,ErberN@Michigan.gov ,517-256-6063,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/petro-chem,-82.9647,42.36292,Final,{FC59AB73-AD40-486A-A729-9BD9C175C348}
-86.406107,43.942331988,98,Ludington Wastewater Treatment Plant ,Mason,5160 West Sixth Street,Ludington,49431,Wastewater,Yes,Sydney Ruhala,RuhalaS@Michigan.gov ,517-599-5356,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/mason-county/ludington-wastewater-treatment-plant,-86.406107,43.942332,Final,{B10CDEE7-FB06-4855-B74F-E7D9EE4DA11B}
-85.5205554999999,42.26391389,99,Aero-Motive Company,Kalamazoo,5688 ML Avenue,Kalamazoo,49048,Industrial,Yes,Erica Bays,BaysE@Michigan.gov ,269-350-0080,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/aero-motive-company,-85.5205555,42.26391389,Final,{488B3B10-4CB1-4870-B514-4DAE2C98DC92}
-85.56422,43.2107300000001,100,Cedar Springs Historic Wastewater Treatment Lagoons and Discharge Fields,Kent,755 and 725 West Street,Cedar Springs,49319,Wastewater,Yes,Leah Gies,GiesL1@Michigan.gov ,616-215-4781,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/cedar-springs-historic-wwtl-df,-85.56422,43.21073,Final,{48509E16-1C52-4064-8688-E192A6FD2FB0}
-86.2652879999999,46.090159,101,City of Manistique Landfill,Schoolcraft,M-94,Manistique,49854,Landfill,No,Mary Ann St Antoine,StAntoineM@Michigan.gov ,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/schoolcraft-county/city-of-manistique-landfill,-86.265288,46.090159,Final,{6AF71B21-3867-41DF-BD7B-B8C92004F151}
-83.49307,42.1155800000001,102,City Sand & Landfill Inc,Wayne,46805 Willow Road,Belleville,48111,Landfill,N/A,Aaron Darling,darlinga5@michigan.gov,586-942-1910,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/city-sand-landfill-inc,-83.49307,42.11558,Final,{AD37B107-5452-4C49-8FD0-D3B7929542DA}
-83.28953,42.68951,103,Collier Road Landfill,Oakland,575 Collier Road ,Pontiac,48340,Landfill,Yes,Aaron Darling,darlinga5@michigan.gov,586-942-1910,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/collier-road-landfill,-83.28953,42.68951,Final,{2AADE5E4-6A1E-401D-BCAD-8C2D2A242CF9}
-83.050332,43.7190380000001,104,Cove Landfill and Huron Landfill Property,Huron,4151 McMillan Rd,Bad Axe,48413,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/huron-county/cove-landfill-and-huron-landfill-property,-83.050332,43.719038,Final,{D340C743-9290-4049-AE4A-969DE4DEEE2F}
-83.869499,43.6149780000001,105,Dow Chemical ITI Facility,Bay,"Martin Street, East of H. S. Truman Parkway",Bay City,48706,Industrial,No,Melissa Yuvan,YuvanM@Michigan.gov ,989-891-6087,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/dow-chemical-iti-facility,-83.869499,43.614978,Final,{C5162709-C285-47EA-8977-A1AE9662CF50}
-84.7504499999999,42.6454900000001,106,Eaton County Landfill,Eaton,East Gresham Highway ,Potterville,48876,Landfill,No,Evin Maguire,MaguireE@Michigan.gov ,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/eaton-county/eaton-county-landfill,-84.75045,42.64549,Final,{A16B8230-0F3A-42A3-B681-4CF0001E6DE0}
-86.22369,43.2535300000001,107,Former Teledyne Vehicle Systems (TDY),Muskegon,76 Getty Street,Muskegon,49442,Industrial,No,Nathan Erber,ErberN@Michigan.gov ,517-256-6063,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-teledyne-vehicle-systems,-86.22369,43.25353,Final,{D5A82E12-5EF7-4BF1-8074-C14ED9E7D357}
-85.842367,44.7868050000001,108,Glens Sanitary Landfill,Leelanau,518 M-72 West,Maple City,49664,Landfill,No,James Staley,StaleyJ1@Michigan.gov,231-429-1945 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/leelanau-county/glens-sanitary-landfill,-85.842367,44.786805,Final,{8EA962C4-9BA2-4A74-8F9B-6F7C601A7FBA}
-83.878214,43.6064010000001,109,GM Powertrain Bay City,Bay,100 Fitzgerald Street ,Bay City,48708,Industrial,No,Jeremy Peppin,pepinj2@michigan.gov,517-219-2288,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/gm-powertrain,-83.878214,43.606401,Final,{26D053A4-B59B-4A76-8CB2-33C6F5E79974}
-84.677353,44.638987,110,Grayling Wastewater Treatment Facility Discharge Fields ,Crawford,Fort Rd,Grayling,49738,Wastewater,TBD,Sydney Ruhala,RuhalaS@Michigan.gov ,517-599-5356 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/crawford-county/grayling-wastewater-treatment-facility-discharge-fields,-84.677353,44.638987,Final,{BA734A4B-E316-4EBB-B954-637852D65E5D}
-85.29745,42.681226,111,CES Landfill of Hastings,Barry,1899 North M-43 Highway,Hastings,49058,Landfill,No,Kent Walters,WaltersK7@Michigan.gov ,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/ces-landfill-of-hastings,-85.29745,42.681226,Final,{E65478EC-47FC-4703-B11C-B886715332E9}
-83.5924459999999,42.6501220000001,112,Hi-Mill Manufacturing Superfund Site ,Oakland,1704 Highland Road (M-59) ,Highland Charter Twp,48356,Industrial,No,Jason Harnick,HarnickJ1@Michigan.gov ,517-599-7421,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/hi-mill-manufacturing-superfund-site,-83.592446,42.650122,Final,{33DCA74C-085E-43EE-9772-BF9480F82836}
-84.56001524,42.7024687700001,113,Kent Cleaners,Ingham,2911 South Washington Avenue ,Lansing,48910,Laundromat/Dry Cleaner,No,Kim Sakowski,SakowskiK@Michigan.gov,517-582-2219,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ingham-county/kent-cleaners,-84.56001524,42.70246877,Final,{342191EA-7586-4F01-A60E-3EB0B15F3AF9}
-84.3647099999999,42.1520110000001,114,Liberty Environmentalists Landfill,Jackson,7900 South Meridian Road,Clark Lake,49234,Landfill,No,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/jackson-county/liberty-environmentalists-landfill,-84.36471,42.152011,Final,{B7FC96F9-FE68-436C-BCCB-58C2C172741A}
-83.982,42.626,115,Livingston County Airport,Livingston,3399 County Airport Drive,Howell,48843,Airport,No,Rebecca Taylor,TaylorR@Michigan.gov ,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/livingston-county-airport,-83.982,42.626,Final,{DC6A429A-5C53-42CC-9589-73E49B4ED276}
-83.9215,42.65182,116,Livingston County Landfill,Livingston,E Barron Rd,Howell,48855,Landfill,Yes,Evin Maguire,MaguireE@Michigan.gov ,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/livingston-county-landfill,-83.9215,42.65182,Final,{8E4C8D59-20DB-4479-9E14-A0D4017F5A5A}
-83.27503,42.9478360000001,117,Metamora Landfill Superfund Site,Lapeer,1811 Dryden Road,Metamora,48455,Landfill,Yes,Erik Martinson,MartinsonE@Michigan.gov ,517-285-3978,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/lapeer-county/metamora-landfill-superfund-site,-83.27503,42.947836,Final,{3B0AB11D-0804-4624-B126-A887F9F71B76}
-83.656419,42.45773,118,"Michigan Seamless Tube, LLC",Oakland,400 Mcmunn St,South Lyon,48178,Industrial,No,Joe Rogers,RogersJ5@Michigan.gov ,517-599-5312,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/michigan-seamless-tube-llc,-83.656419,42.45773,Final,{2DC05C64-F5DF-416C-A169-39A9B7F0AD8A}
-84.12584,44.94109,119,Montmorency-Oscoda-Alpena Landfill,Montmorency,6751 Landfill Road,Atlanta,49709,Landfill,No,John Ozoga ,OzogaJ@Michigan.gov,231-429-1718,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/montmorency-county/montmorency-oscoda-alpena-landfill,-84.12584,44.94109,Final,{4159A81C-7158-42DD-B565-BA754374AD3A}
-86.02556,43.25861,120,Muskegon County Wastewater Management System Metro Wastewater Treatment Plant ,Muskegon,698 North Maple Island Road,Muskegon,49442,Wastewater,TBD,Sydney Ruhala,RuhalaS@Michigan.gov ,517-599-5356 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/muskegon-county-wwms-metro-wwtp,-86.02556,43.25861,Final,{7EA9BCCF-56FD-4FCC-8C20-D9FE9BB2B270}
-86.333655,43.3885540000001,121,Muskegon Chemical Company,Muskegon,1725 Warner Street ,Whitehall,49461,Industrial,No,Nicolas Dawson,DawsonN1@Michigan.gov ,517-897-0912,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/muskegon-chemical-company,-86.333655,43.388554,Final,{841DFF01-93D3-4DAF-9549-CB1FDCE4F22D}
-83.24783,42.70851,122,Oakland Heights Development Landfill,Oakland,2350 Brown Road ,Auburn Hills,48326,Landfill,Yes,Jim Bakun,BakunJ@Michigan.gov ,586-753-3834,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/oakland-heights-development-landfill,-83.24783,42.70851,Final,{0B98E2C8-182C-4BCA-AC87-D8A137B5F9DD}
-83.8707679999999,43.2751450000001,123,Peoples Landfill,Saginaw,4143 East Rathbun Road,Birch Run,48415,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/peoples-landfill,-83.870768,43.275145,Final,{10CCA187-B510-4BFF-8B53-41B125EB6EDF}
-83.13177,42.4695300000001,124,Reichhold East Area,Oakland,3101 Bermuda,Ferndale,48220,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/reichhold-east-area,-83.13177,42.46953,Final,{23682F86-6C70-4466-B03D-B23E67F60C37}
-83.97338,43.400721,125,Saginaw Malleable Iron,Saginaw,77 West Center Street ,Saginaw,48602,Industrial,No,"Andrew Karg
",KargA@Michigan.gov ,989-891-6948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/saginaw-malleable-iron,-83.97338,43.400721,Final,{8D2BAE63-884F-40B1-8FD3-36427C770F22}
-83.0682584,42.7784224000001,126,South Macomb Disposal Authority Landfill #11 ,Macomb,65921 Mound Road ,Washington,48095,Landfill,Yes,Jim Bakun,BakunJ@Michigan.gov ,586-753-3834,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/south-macomb-disposal-authority-landfill-11-landfill,-83.0682584,42.7784224,Final,{471CF7CF-0E76-49F4-8115-41D0D1728FF6}
-82.909353,42.684108,127,South Macomb Disposal Authority Landfills 9/9A ,Macomb,24 Mile Road,Macomb Township,48042,Landfill,Yes,Samantha Belisle,BelisleS1@Michigan.gov,517-290-0686,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/south-macomb-disposal-authority-landfills-9-9a,-82.909353,42.684108,Final,{15108E45-1678-4CEC-9278-2C227088FFEA}
-85.675934,42.935709,128,Steele Avenue Area,Kent,1500 Block of Steele Avenue SW ,Grand Rapids,49507,Industrial,No,Brent Ritchie,Ritchieb1@michigan.gov,616-581-1782,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/steele-avenue-area,-85.675934,42.935709,Final,{4B5ED0AD-7EBD-4F24-B7B4-A266338525BE}
-85.387928,41.804786,129,Sturgis City Landfill,St. Joseph,US-12 and Big Hill Road,Sturgis,49091,Landfill,Yes,"Ray Spaulding
","SpauldingR1@Michigan.gov 
","517-290-2401
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-joseph-county/sturgis-city-landfill,-85.387928,41.804786,Final,{6D954AA5-3D05-47F9-AEAA-8ACDFE0F2823}
-82.729143,43.4369520000001,130,Tri-City Recycling and Disposal Facility - Messman Site,Sanilac,426 North Ruth Road,Carsonville,48419,Landfill,Yes,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/sanilac-county/tri-city-recycling-and-disposal-facility-messman-site,-82.729143,43.436952,Final,{41E1B6F2-1FCD-4A37-89E0-DFCD41D415E6}
-83.9800999999999,42.9850300000001,131,Venice Park Recycling Disposal Facility,Shiawassee,9536 East Lennon Road,Lennon,48449,Landfill,No,Evin Maguire,MaguireE@Michigan.gov ,517-388-3525,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/shiawassee-county/venice-park-recycling-and-disposal-facility,-83.9801,42.98503,Final,{D73C58A2-3B3C-4292-898D-A8490DBE34E0}
-83.5212299999999,42.2215100000001,132,Wayne Disposal Site 1 Landfill,Wayne,49350 North I-94 Service Drive,Belleville,48111,Landfill,No,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/wayne-disposal-site-1-landfill,-83.52123,42.22151,Final,{608038A4-3982-4CF2-918F-9C4E5A8ED9C7}
-84.0240828999999,42.3564922,133,Werkner Road Landfill ,Washtenaw,8027 Werkner Road,Chelsea,48118,Landfill,Yes,Brett Coulter,CoulterB1@Michigan.gov,517-614-7714,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/werkner-road-landfill,-84.0240829,42.3564922,Final,{37F3BD80-046D-4D98-9D2F-677C83D23097}
-85.6791489999999,41.9231,134,Westside Recycling and Disposal Facility ,St. Joseph,14094 M-60 West,Three Rivers,49093,Landfill,Yes,"Nathan Whitmyer
","Nathan Whitmyer
","269-286-1451
",https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-joseph-county/westside-recycling-and-disposal-facility,-85.679149,41.9231,Final,{3B99BEF6-1D85-49EF-9256-466E5DEE6221}
-83.725000033,42.573999954,135,Brighton Township Dump,Livingston,Corlett Drive,Brighton Township,48114,Landfill,Yes,Rebecca Taylor,TaylorR@Michigan.gov ,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/brighton-township-dump,-83.725,42.574,Final,{72DFD25F-CEC0-45DC-86A9-45D6E747F675}
-84.671900008,42.5015000010001,136,Eaton Rapids Municipal Landfill,Eaton,Hogsback Rd,Eaton Rapids,48827,Landfill,Yes,Rebecca Taylor,TaylorR@Michigan.gov ,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/eaton-county/eaton-rapids-municipal-landfill,-84.6719,42.5015,Final,{A0153C9E-4D79-4FA8-A214-A9B9C85908B9}
-86.328736982,41.8096679720001,137,Southeast Berrien County Landfill Authority,Berrien,1540 Mayflower Road,Niles,49120,Landfill,No,Nathan Whitmyer,Nathan Whitmyer,269-286-1451,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/southeast-berrien-county-landfill-authority,-86.328737,41.809668,Final,{9D46D726-C5A8-4159-B057-F8A6EBC93320}
-85.555816034,42.2862109640001,138,"Allied Paper, Inc./Portage Creek/Kalamazoo River Superfund Site, King Highway Landfill (OU3) ",Kalamazoo,"Intersection of King Highway and Michigan Ave.
",Kalamazoo,49001,Landfill,No,Daniel Peabody,PeabodyD@Michigan.gov,517-285-3924,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/allied-paper-king-highway-landfill-ou3,-85.555816,42.286211,Final,{91F0BE13-45AF-45ED-BBA2-F44465C84E9A}
-85.5444630219999,42.282369972,139,"Allied Paper, Inc./Portage Creek/Kalamazoo River Superfund Site, Willow Boulevard/A-Site Landfill (OU2)",Kalamazoo,Near the intersection of Lake Street and Olmstead Road,Kalamazoo Township,49048,Landfill,No,Daniel Peabody,PeabodyD@Michigan.gov,517-285-3924,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/allied-paper-willow-boulevard-landfill-ou2,-85.544463,42.28237,Final,{955D13B9-5D30-4308-B6D0-5EDB664F326B}
-83.168127065,42.2729479500001,140,Marathon Petroleum Company,Wayne,1300 South Fort Street,Detroit,48217,Refinery,N/A,Eric Larson,LarsonE5@Michigan.gov ,586-255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/marathon-petroleum-company,-83.168127,42.272948,Final,{D802D72D-F212-4DAC-AC29-B5B80915D263}
-85.578781106,42.2701679630001,141,"Allied Paper, Inc./Portage Creek/Kalamazoo River Superfund Site, Allied Paper Landfill (OU1).",Kalamazoo,268 East Alcott,Kalamazoo,49001,Landfill,No,Daniel Peabody,PeabodyD@Michigan.gov,517-285-3924,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalamazoo-county/allied-paper-landfill-ou1,-85.578781,42.270168,Final,{1F371363-29B2-4DA5-B738-616166438259}
-87.675480001,45.2201430010001,142,Great Lakes Pulp Company Landfill,Menominee,7 1/2 Mile Road,Menominee ,49858,Landfill,Yes,Mary Ann St Antoine,StAntoineM@Michigan.gov ,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/menominee-county/great-lakes-pulp-company-landfill,-87.67548,45.220143,Final,{242CADAD-C955-4A9F-B3D7-941C165E6DBE}
-83.672983027,42.981132981,143,Hemphill Road Industrial Land – RACER,Genesee,Southeast corner of the South Saginaw Street and Hemphill Road,Burton,48529,Industrial,Yes,Brian Kuberski,KuberskiBP@Michigan.gov ,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/racer-hemphill-road-industrial-land,-83.672983,42.981133,Final,{1CD0950C-ED7E-42D5-A3C3-D77DDD79B535}
-83.67709003,43.0587839730001,144,Lockhart Chemical Company,Genesee,4302 James P Cole Boulevard,Flint,48505,Industrial,No,Brian Kuberski,KuberskiB@Michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/lockhart-chemical-company,-83.67709,43.058784,Final,{C2AE3FBA-243D-4B8D-B858-66ECA3D7EA3C}
-83.702846052,43.012098978,145,RACER Flint West,Genesee,Northwest corner of Glenwood Avenue and Stevenson Street ,Flint,48503,Industrial,No,Shaun Shields,ShieldS5@Michigan.gov,517-331-8950,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/racer-flint-west,-83.702846,43.012099,Final,{016CB452-EB5C-4D59-B655-03B0215B7DF4}
-83.770999972,42.5169999820001,146,1279 Rickett Road ,Livingston,1279 Rickett Road ,Brighton,48116,Industrial,Yes,Rebecca Taylor,TaylorR@Michigan.gov ,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/1279-rickett-road,-83.771,42.517,Final,{4AA6FAAC-5BCC-443D-8081-CF70599D28D7}
-83.1601000539999,42.298627982,147,Rouge Manufacturing Complex ,Wayne,3001 Miller Road ,Dearborn,48126,Industrial,No,Joseph Rogers,RogersJ5@Michigan.gov,517-555-5312,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/rouge-manufacturing-complex,-83.1601,42.298628,Final,{2F98B642-4D44-44C4-8AFA-815464B9107D}
-83.095850003,42.6642900040001,148,Southeastern Oakland County Resource Recovery Authority (SOCRRA) Avon Landfill,Oakland,1741 School Road,Rochester Hills,48307,Landfill,Yes,Aaron Darling,darlinga5@michigan.gov,586-942-1910,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/socrra,-83.09585,42.66429,Final,{DB4D3722-C106-4AE7-A028-69BE2B38E6F8}
