BOUNDARY_KEY,CREATE_USER_NAME,CREATE_TS,PREVIOUSLY_PUBLISHED_IND,DESCRIPTION,BEGIN_DATE,END_DATE,COMMENTS,MODIFY_USER_NAME,MODIFY_TS,DC4_DATUM_ID,CMC2_COORDINATE_METHOD_ID,PC2_PROXIMITY_ID,COLLECTOR_USER_NAME,COLLECTION_DATE,OIC_OBJECT_OF_INTEREST_ID,VSC1_VERIFICATION_STATUS_ID,VERIFICATION_DATE,VERIFIER_USER_NAME,PRIMARY_FACILITY_ID,PRIMARY_FACILITY_NAME,PRIMARY_SITE_ID,PRIMARY_SITE_NAME,PRIMARY_SITE_ADDRESS_LINE_1,PRIMARY_SITE_ADDRESS_LINE_2,PRIMARY_SITE_CITY,PRIMARY_SITE_ZIP5,PRIMARY_SITE_ZIP4,PRIMARY_SITE_STATE,PRIMARY_SITE_PROGRAM_TYPE_KEY,PRIMARY_SITE_MANAGING_PROGRAM,PRIMARY_SITE_DEP_OFFICE,PRIMARY_SITE_WMD,PRIMARY_SITE_DOCUMENTS,BOUNDARY_CONTROL_ID,BOUNDARY_CONTROL_NAME,BOUNDARY_MECHANISM_COUNTIES,BOUNDARY_MECHANISM_CATEGORIES,BOUNDARY_MECHANISM_TYPES,BOUNDARY_MECHANISM_BOOK_NUMS,BOUNDARY_MECHANISM_PAGE_NUMS,BOUNDARY_MECHANISM_INSTR_NUMS,BOUNDARY_MECHANISM_EFF_DATES,BOUNDARY_RESTRICTIONS,BOUNDARY_CONTAMINATED_MEDIA,BOUNDARY_CONTAMINATIONS,BOUNDARY_ENGINEERING_CONTROLS,ALL_FACILITY_IDS,ALL_FACILITY_NAMES,ALL_SITE_IDS,ALL_SITE_NAMES,OBJECTID
829,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:32+00,Y,GROUNDWATER USE RESTRICTION,2012/11/28 00:00:00+00,,"Metal - Other:  Iron and Manganese.  Digging and land use restriction because of old landfill debris still being in place.

ALSO: COM_64606",,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:32+00,SWIM,REVIEWED,,,FIESTA-130671,Old City of Tallahassee Landfill/AKA Airport Landfill,ERIC_5605,Old City of Tallahassee Landfill/AKA Airport Landfill Part A-1986,Capital Circle SW,,Tallahassee,32310,,FL,RESPONSPARTY,Responsible Party Cleanup,NWD,NWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_5605/gis-facility!search,IC-658,TALLAHASSEE REGIONAL AIRPORT,Leon,Recorded ICs,Declaration of Restrictive Covenant,4447,1128,,28-NOV-12,Groundwater Use,Groundwater,"Chlorinated Solvents-Legacy, Metal-Arsenic-Legacy, Metal-Other-Legacy",None,FIESTA-130671,Old City of Tallahassee Landfill/AKA Airport Landfill,ERIC_5605,Old City of Tallahassee Landfill/AKA Airport Landfill Part A-1986,1184
5,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:35+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,1998/08/31 00:00:00+00,, ,WILLIAMS_CA,2022/08/29 09:13:45+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:35+00,SWIM,REVIEWED,,,FIESTA-DOD_8,Mayport Naval Station,DOD_8_1264,Former Chemistry Laboratory Accumulation Area - (SWMU 48),Naval Station Mayport - Contractor,,Jacksonville,32228,5001,FL,FEDERAL,Department of Defense,NED,SJRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/DOD_8_1264/gis-facility!search,IC-238,"MAYPORT NAS SWMU 48, FORMER CHEMISTRY LAB, ACCUMULATION AREA",Duval,Federal ICs,DODLUC (DOD),,,,01-JUN-99,Land Use,"Groundwater, Soil","Arsenic, Manganese, Methylphenol, 2-, Methylphenol, 4-, Na",None,FIESTA-DOD_8,Mayport Naval Station,DOD_8_1264,Former Chemistry Laboratory Accumulation Area - (SWMU 48),1186
893,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:36+00,Y,LAND USE RESTRICTION,1998/08/31 00:00:00+00,, ,WILLIAMS_CA,2022/01/26 15:49:44+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:36+00,SWIM,REVIEWED,,,FIESTA-DOD_8,Mayport Naval Station,DOD_8_1240,Neutralization Basin - (SWMU 12),Naval Station Mayport - Contractor,,Jacksonville,32228,5001,FL,FEDERAL,Department of Defense,NED,SJRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/DOD_8_1240/gis-facility!search,IC-276,"MAYPORT NAS SWMU 12, NEUTRALIZATION BASIN",Duval,Federal ICs,DODLUC (DOD),,,,31-AUG-98,Land Use,"Groundwater, Soil","Copper, Iron, Lead, Mercury, Nickel, V",None,FIESTA-DOD_8,Mayport Naval Station,DOD_8_1240,Neutralization Basin - (SWMU 12),1187
750,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:26+00,Y,LAND USE RESTRICTION,1998/08/31 00:00:00+00,, ,WILLIAMS_CA,2022/08/29 09:11:48+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:26+00,SWIM,REVIEWED,,,FIESTA-DOD_8,Mayport Naval Station,DOD_8_1302,Bravo Pier - (PS 5),Naval Station Mayport - Contractor,,Jacksonville,32228,5001,FL,FEDERAL,Department of Defense,NED,SJRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/DOD_8_1302/gis-facility!search,IC-339,"MAYPORT NAS PS 5, BRAVO PIER",Duval,Federal ICs,DODLUC (DOD),,,,05-JAN-00,Land Use,Soil,"Acenaphthene, Benzene, Naphthalene",Permeable barrier,FIESTA-DOD_8,Mayport Naval Station,DOD_8_1302,Bravo Pier - (PS 5),1188
646,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:19+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2017/05/31 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:19+00,SWIM,REVIEWED,,,STCM-8943857,UTTERMOST MIRACLE CHURCH,ERIC_6546,UTTERMOST MIRACLE CHURCH,3794 HWY 231,,COTTONDALE,32431,,FL,PETROLEUM,Petroleum Restoration Program,NWD,NWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6546/gis-facility!search,IC-1112,UTTERMOST MIRACLE CHURCH,Jackson,Recorded ICs,Interim Restrictive Covenant,1533,713,,31-MAY-17,"Groundwater Use, Land Use","Groundwater, Soil",Petroleum (Includes BTEX and MTBE)-Legacy,None,STCM-8943857,UTTERMOST MIRACLE CHURCH,ERIC_6546,UTTERMOST MIRACLE CHURCH,1190
503,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:10+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2017/04/26 00:00:00+00,, ,WILLIAMS_CA,2023/01/12 14:56:13+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:10+00,SWIM,NOT REVIEWED,,,FIESTA-113637,Dollar General,ERIC_7094,HANLEX PALMETTO LLC (DOLLAR GENERAL STORE),1001 10TH STREET WEST,,PALMETTO,34221,,FL,,,SWD,SWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7094/gis-facility!search,IC-1113,HANLEX PALMETTO LLC (DOLLAR GENERAL STORE),,,,,,,,,,,,FIESTA-113637,Dollar General,ERIC_7094,HANLEX PALMETTO LLC (DOLLAR GENERAL STORE),1193
472,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:07+00,Y,LAND USE RESTRICTION,1998/08/31 00:00:00+00,, ,WILLIAMS_CA,2021/12/16 16:28:31+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:07+00,SWIM,REVIEWED,,,FIESTA-DOD_8,Mayport Naval Station,DOD_8_1268,Public Works Department (PWD) Service Station Storage Area - (SWMU 52),Naval Station Mayport - Contractor,,Jacksonville,32228,5001,FL,FEDERAL,Department of Defense,NED,SJRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/DOD_8_1268/gis-facility!search,IC-258,"MAYPORT NAS SWMU 52, PWD SERVICE STATION",Duval,Federal ICs,DODLUC (DOD),,,,31-AUG-98,Land Use,"Groundwater, Soil","Benzo(a)pyrene, Manganese",None,FIESTA-DOD_8,Mayport Naval Station,DOD_8_1268,Public Works Department (PWD) Service Station Storage Area - (SWMU 52),1195
498,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:09+00,Y,LAND USE RESTRICTION,1998/08/21 00:00:00+00,, ,WILLIAMS_CA,2022/01/10 10:12:04+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:09+00,SWIM,REVIEWED,,,FIESTA-DOD_8,Mayport Naval Station,DOD_8_1249,Hobby Shop Scrap Storage Area - (SWMU 21),Naval Station Mayport - Contractor,,Jacksonville,32228,5001,FL,FEDERAL,Department of Defense,NED,SJRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/DOD_8_1249/gis-facility!search,IC-230,MAYPORT NAS SWMU-21 - HOBBY SHOP SCRAP STORAGE AREA,"Duval, Duval","Federal ICs, Memorandum of Agreement","DODLUC (DOD), MOA-Legacy",,,,"21-AUG-98, 21-AUG-98",Land Use,"Groundwater, Soil","Arsenic, Benz(a)anthracene, Benzo(a)pyrene, Benzo(b)fluoranthene, Dibenz(a,h)anthracene, Inorganic Nonmetallic-Legacy, Iron, Lead, Manganese",None,FIESTA-DOD_8,Mayport Naval Station,DOD_8_1249,Hobby Shop Scrap Storage Area - (SWMU 21),1196
894,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:36+00,Y,LAND USE RESTRICTION,1998/08/31 00:00:00+00,, ,WILLIAMS_CA,2022/01/04 14:30:29+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:36+00,SWIM,REVIEWED,,,FIESTA-DOD_8,Mayport Naval Station,DOD_8_1248,Hobby Shop Drain - (SWMU 20),Naval Station Mayport - Contractor,,Jacksonville,32228,5001,FL,FEDERAL,Department of Defense,NED,SJRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/DOD_8_1248/gis-facility!search,IC-281,"MAYPORT NAS SWMU 20, HOBBY SHOP DRAIN",Duval,Federal ICs,DODLUC (DOD),,,,31-AUG-98,Land Use,"Groundwater, Soil","Arsenic, Benzo(a)pyrene, Benzo(b)fluoranthene, Dibenz(a,h)anthracene, Iron, Lead, Manganese",None,FIESTA-DOD_8,Mayport Naval Station,DOD_8_1248,Hobby Shop Drain - (SWMU 20),1198
976,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:42+00,Y,DIGGING RESTRICTION|GROUNDWATER USE RESTRICTION,2012/06/04 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:42+00,SWIM,REVIEWED,,,STCM-8512722,COLOR WHEEL,ERIC_7314,COLOR WHEEL PAINTS & COATINGS,2814 SILVER STAR ROAD,,ORLANDO,32808,,FL,,,CD,SJRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7314/gis-facility!search,IC-601,COLOR WHEEL PAINTS & COATINGS,Orange,Recorded ICs,Declaration of Restrictive Covenant,1031,217,,04-JUN-12,"Digging, Groundwater Use","Groundwater, Soil","Metal-Arsenic-Legacy, Metal-Other-Legacy, VOH - Volatile Organic Hydrocarbons-Legacy","Impermeable cap, None",STCM-8512722,COLOR WHEEL,ERIC_7314,COLOR WHEEL PAINTS & COATINGS,1200
479,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:08+00,Y,DIGGING RESTRICTION|EC MAINTENANCE|GROUNDWATER USE RESTRICTION,2010/10/08 00:00:00+00,,"Property was apparently used as a junkyard/salvage yard and possibly a landfill during unknown period between 1939 and 1945. The site has been recently separated into several parcels, the RC cover all of them.",,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:08+00,SWIM,REVIEWED,,,FIESTA-65410,Orlando Housing Authority,ERIC_7289,CARVER PARK HOUSING COMMUNITY,775 WEST GORE STREET,,Orlando,32805,,FL,,,CD,SJRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7289/gis-facility!search,IC-369,CARVER PARK HOUSING COMMUNITY,Orange,Recorded ICs,Declaration of Restrictive Covenant,10117,7474-87,,08-OCT-10,"Digging, EC Maintenance-Legacy, Groundwater Use","Groundwater, Soil","Metal-Arsenic-Legacy, Metal-Lead-Legacy, Metal-Other-Legacy, Pesticides  (Includes Herbicides, Fungicides and Insecticides)-Legacy","None, Permeable cap",FIESTA-65410,Orlando Housing Authority,ERIC_7289,CARVER PARK HOUSING COMMUNITY,1205
921,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:38+00,Y,DIGGING RESTRICTION|GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,1999/12/28 00:00:00+00,,"Closed Sanitary landfill; letter of concurrence january 28, 2000; ICR entered 2/14/2001; gmb",WILLIAMS_CA,2022/08/04 13:52:27+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:38+00,SWIM,REVIEWED,,,FIESTA-DOD_10,Hurlburt Field Air Force Base,DOD_10_966,Hurlburt Field Hardfill 16 - (LF016),834 Civil Engineering Squadron,,Hurlburt Field,32544,,FL,FEDERAL,Department of Defense,NWD,NWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/DOD_10_966/gis-facility!search,IC-184,HURLBURT - LF016 - HURLBURT FIELD LANDFILL 16,Okaloosa,Federal ICs,DODLUC (DOD),,,,28-DEC-99,Land Use,"Groundwater, Soil, Surface Water","Aluminum, Antimony, Arsenic, Barium, Benzene, Benzoic acid, Beryllium, Cadmium, Chlorobenzene, Dichlorobenzene, 1,4-, Heptachlor epoxide, Lead, Manganese, Nitroso-diphenylamine, N-, V, Zn","Impermeable barrier, Impermeable cap, None",FIESTA-DOD_10,Hurlburt Field Air Force Base,DOD_10_966,Hurlburt Field Hardfill 16 - (LF016),1206
352,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:58+00,Y,DIGGING RESTRICTION|GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,1999/12/28 00:00:00+00,,"Closed Sanitary landfill; letter of concurrence january 28, 2000; ICR entered 2/14/2001; gmb",WILLIAMS_CA,2022/08/16 14:11:26+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:58+00,SWIM,REVIEWED,,,FIESTA-DOD_10,Hurlburt Field Air Force Base,DOD_10_967,Hurlburt Field Dry Landfill 17 - (LF017),834 Civil Engineering Squadron,,Hurlburt Field,32544,,FL,FEDERAL,Department of Defense,NWD,NWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/DOD_10_967/gis-facility!search,IC-185,HURLBURT - LF017 - HURLBURT FIELD DRY LANDFILL 17,Okaloosa,Federal ICs,DODLUC (DOD),,,,28-DEC-99,Land Use,"Groundwater, Sediment, Surface Water","Aldrin, Antimony, Arsenic, Benz(a)anthracene, Benzo(a)pyrene, Benzo(b)fluoranthene, Benzo(g,h,i)perylene, Benzo(k)fluoranthene, Chrysene, Copper, Dibenz(a,h)anthracene, Heptachlor epoxide, Indeno(1,2,3-cd)pyrene, Manganese, Mercury, Phenanthrene, Tl","None, Permeable cap",FIESTA-DOD_10,Hurlburt Field Air Force Base,DOD_10_967,Hurlburt Field Dry Landfill 17 - (LF017),1208
496,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:09+00,Y,DIGGING RESTRICTION|GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,1999/12/28 00:00:00+00,,"Closed Sanitary landfill; letter of concurrence january 28, 2000; ICR entered 2/14/2001; gmb",WILLIAMS_CA,2022/08/16 13:34:14+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:09+00,SWIM,REVIEWED,,,FIESTA-DOD_10,Hurlburt Field Air Force Base,DOD_10_969,Hurlburt Field Sanitary Landfill 19 - (LF019),834 Civil Engineering Squadron,,Hurlburt Field,32544,,FL,FEDERAL,Department of Defense,NWD,NWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/DOD_10_969/gis-facility!search,IC-187,HURLBURT - LF019 - HURLBURT FIELD SANITARY LANDFILL 19,Okaloosa,Federal ICs,DODLUC (DOD),,,,19-NOV-00,Land Use,"Groundwater, Sediment, Soil, Surface Water","Aluminum, Antimony, Arsenic, Benzo(a)pyrene, Beryllium, Cadmium, Chlorobenzene, Copper, Dichlorobenzene, 1,4-, Heptachlor epoxide, Manganese, Nickel, V, Vinyl chloride",Impermeable cap,FIESTA-DOD_10,Hurlburt Field Air Force Base,DOD_10_969,Hurlburt Field Sanitary Landfill 19 - (LF019),1210
193,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:48+00,Y,DIGGING RESTRICTION|GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,1999/12/28 00:00:00+00,,"Closed Sanitary landfill; letter of concurrence january 28, 2000; ICR entered 2/14/2001; gmb",WILLIAMS_CA,2022/08/16 13:50:49+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:48+00,SWIM,REVIEWED,,,FIESTA-DOD_10,Hurlburt Field Air Force Base,DOD_10_968,Hurlburt Field Sanitary Landfill 18 - (LF018),834 Civil Engineering Squadron,,Hurlburt Field,32544,,FL,FEDERAL,Department of Defense,NWD,NWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/DOD_10_968/gis-facility!search,IC-186,HURLBURT - LF018 - HURLBURT FIELD SANITARY LANDFILL 18,Okaloosa,Federal ICs,DODLUC (DOD),,,,28-DEC-99,Land Use,"Groundwater, Sediment, Soil, Surface Water","Aluminum, Antimony, Arsenic, Benzo(a)pyrene, Beryllium, Cadmium, Chlorobenzene, Copper, Dichlorobenzene, 1,4-, Heptachlor epoxide, Manganese, Nickel, V, Vinyl chloride","None, Permeable barrier",FIESTA-DOD_10,Hurlburt Field Air Force Base,DOD_10_968,Hurlburt Field Sanitary Landfill 18 - (LF018),1213
642,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:19+00,Y,DIGGING RESTRICTION|LAND USE RESTRICTION,1999/12/28 00:00:00+00,,"Closed Sanitary landfill; letter of concurrence January 28, 2000;LTM for residual volatile organic compounds; ICR entered 2/14/2001; gmb",,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:19+00,SWIM,REVIEWED,,,FIESTA-DOD_10,Hurlburt Field Air Force Base,DOD_10_934,PCB Storage Area (Bldg 90118) - (SS122),834 Civil Engineering Squadron,,Hurlburt Field,32544,,FL,,,NWD,NWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/DOD_10_934/gis-facility!search,IC-189,HURLBURT - SS122 - PCB STORAGE AREA ( BLDG 90118),Okaloosa,Memorandum of Agreement,MOA-Legacy,,,,28-DEC-99,"Digging, Land Use",Soil,PCB-Polychlorinated Biphenyls-Legacy,Impermeable cap,FIESTA-DOD_10,Hurlburt Field Air Force Base,DOD_10_934,PCB Storage Area (Bldg 90118) - (SS122),1214
253,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:52+00,Y,GROUNDWATER USE RESTRICTION,2016/07/27 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:52+00,SWIM,REVIEWED,,,STCM-8518810,FL DEPT OF TRANSPORTATION-MONTICELLO,ERIC_7339,FLORIDA DEPARTMENT OF TRANSPORTATION - MONTICELLO,1475 SOUTH JEFFERSON STREET,,MONTICELLO,32344,,FL,"PETROLEUM, RESPONSPARTY","Petroleum Restoration Program, Responsible Party Cleanup",NWD,NWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7339/gis-facility!search,IC-1033,FLORIDA DEPARTMENT OF TRANSPORTATION - MONTICELLO,Jefferson,Recorded ICs,Declaration of Restrictive Covenant,730,281-294,,27-JUL-16,Groundwater Use,Groundwater,"Metal-Aluminum-Legacy, Metal-Other-Legacy, PAH-Polycyclic Aromatic Hydrocarbons-Legacy",None,STCM-8518810,FL DEPT OF TRANSPORTATION-MONTICELLO,ERIC_7339,FLORIDA DEPARTMENT OF TRANSPORTATION - MONTICELLO,1218
195,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:48+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2016/12/13 00:00:00+00,," Dewatering, Stormwater Features Restriction",WILLIAMS_CA,2020/09/09 09:52:19+00,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:48+00,SWIM,REVIEWED,,,STCM-8942688,FARM HILL GROCERY,ERIC_6762,FARM HILL GROCERY,1049 MUSCOGEE ROAD,,Cantonment,32533,,FL,PETROLEUM,Petroleum Restoration Program,NWD,NWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6762/gis-facility!search,IC-1077,FARM HILL GROCERY,Escambia,Recorded ICs,Interim Restrictive Covenant,7636,902,,13-DEC-16,"Dewatering, Groundwater Use, Land Use, Stormwater Features","Groundwater, Soil","Benzene, Ethylbenzene, Methyl tert-butyl ether, Naphthalene, Petroleum (Includes BTEX and MTBE)-Legacy, Total Xylenes, methylbenzene",None,STCM-8942688,FARM HILL GROCERY,ERIC_6762,FARM HILL GROCERY,1219
500,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:09+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2017/03/14 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:09+00,SWIM,REVIEWED,,,STCM-8508306,LOCAL STORE INC,ERIC_6726,MIMI CONVENIENCES STORE,244 FRANKLIN BOULEVARD,,ST. GEORGE ISLAND,32328,,FL,PETROLEUM,Petroleum Restoration Program,NWD,NWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6726/gis-facility!search,IC-1081,MIMI CONVENIENCES STORE,Franklin,Recorded ICs,Interim Restrictive Covenant,1187,682,,14-MAR-17,"Groundwater Use, Land Use","Groundwater, Soil",Petroleum (Includes BTEX and MTBE)-Legacy,None,STCM-8508306,LOCAL STORE INC,ERIC_6726,MIMI CONVENIENCES STORE,1220
923,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:38+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2017/02/27 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:38+00,SWIM,REVIEWED,,,STCM-8514433,SUNSHINE 382,ERIC_7162,SUNSHINE 382,4128 BLUE HERON BOULEVARD WEST,,RIVIERA BEACH,33404,,FL,PETROLEUM,Petroleum Restoration Program,SED,SFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7162/gis-facility!search,IC-1083,SUNSHINE #382,Palm Beach,Recorded ICs,Interim Restrictive Covenant,28914,390,,27-FEB-17,"Groundwater Use, Land Use","Groundwater, Soil",Petroleum (Includes BTEX and MTBE)-Legacy,None,STCM-8514433,SUNSHINE 382,ERIC_7162,SUNSHINE 382,1223
196,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:48+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2016/10/31 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:48+00,SWIM,REVIEWED,,,STCM-8520262,CITY OF BROOKSVILLE-MAINTENANCE,ERIC_6690,CITY OF BROOKSVILLE-MAINTENANCE,602 SOUTH BROOKSVILLE AVENUE,,BROOKSVILLE,34601,,FL,PETROLEUM,Petroleum Restoration Program,SWD,SWFWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6690/gis-facility!search,IC-1078,CITY OF BROOKSVILLE-MAINTENANCE,Hernando,Recorded ICs,Interim Restrictive Covenant,3409,952,,31-OCT-16,"Groundwater Use, Land Use","Groundwater, Soil",Petroleum (Includes BTEX and MTBE)-Legacy,None,STCM-8520262,CITY OF BROOKSVILLE-MAINTENANCE,ERIC_6690,CITY OF BROOKSVILLE-MAINTENANCE,1224
54,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:39+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2017/01/09 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:39+00,SWIM,REVIEWED,,,STCM-9802141,SERVICE 1ST AUTO REPAIR,ERIC_6521,SERVICE 1ST AUTO REPAIR,723 EAST MAIN STREET,,LEESBURG,34748,,FL,PETROLEUM,Petroleum Restoration Program,CD,SJRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6521/gis-facility!search,IC-1082,SERVICE 1ST AUTO REPAIR,Lake,Recorded ICs,Interim Restrictive Covenant,4885,1355,,09-JAN-17,"Groundwater Use, Land Use","Groundwater, Soil",Petroleum (Includes BTEX and MTBE)-Legacy,None,STCM-9802141,SERVICE 1ST AUTO REPAIR,ERIC_6521,SERVICE 1ST AUTO REPAIR,1227
357,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:59+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2017/04/05 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:31:59+00,SWIM,REVIEWED,,,STCM-8511255,SUNRISE FOOD MART #64,ERIC_7101,SUNRISE FOOD MART #64,3825 WEST SILVER SPRINGS BLVD,,OCALA,34482,,FL,PETROLEUM,Petroleum Restoration Program,CD,SJRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_7101/gis-facility!search,IC-1088,SUNRISE FOOD MART #64,Marion,Recorded ICs,Interim Restrictive Covenant,6557,928,,05-APR-17,"Groundwater Use, Land Use","Groundwater, Soil",Petroleum (Includes BTEX and MTBE)-Legacy,None,STCM-8511255,SUNRISE FOOD MART #64,ERIC_7101,SUNRISE FOOD MART #64,1228
782,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:28+00,Y,GROUNDWATER USE RESTRICTION|LAND USE RESTRICTION,2017/03/15 00:00:00+00,, ,,,HARN,CSUR,EXACT,ERIC_INIT_ICR_LOAD,2018/11/29 16:32:28+00,SWIM,REVIEWED,,,STCM-8510583,UNITED FUELS-CHIEFLAND BULK PLT,ERIC_6970,UNITED FUELS - CHIEFLAND BULK PLANT,815 NORTH 17TH AVENUE,,CHIEFLAND,32626,,FL,PETROLEUM,Petroleum Restoration Program,NED,SRWMD,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_6970/gis-facility!search,IC-1095,UNITED FUELS - CHIEFLAND BULK PLANT,Levy,Recorded ICs,Interim Restrictive Covenant,1416,563,,15-MAR-17,"Groundwater Use, Land Use","Groundwater, Soil",Petroleum (Includes BTEX and MTBE)-Legacy,None,STCM-8510583,UNITED FUELS-CHIEFLAND BULK PLT,ERIC_6970,UNITED FUELS - CHIEFLAND BULK PLANT,1230
